Emoji,Unicode Name,Description
🍔,Hamburger,cheese burger
🍔,Hamburger,cheese factory
🍔,Hamburger,cheesecake
😴,Sleeping Face,sleep
✈️,Airplane,flying airplane
✈️,Airplane,flying tigers
📱,Mobile Phone,calling
📓,Notebook,ideas
🛁,Bathtub,warm water bath
🛁,Bathtub,thermal water bath
🛁,Bathtub,warm spring bath
🛁,Bathtub,mineral water bath
📏,Straight Ruler,ruler tool
📏,Straight Ruler,learning tool
📏,Straight Ruler,simulation tool
🤡,Clown Face,performer
📂,Open File Folder,folder file
🙄,Face with Rolling Eyes,impatient vibe
🙄,Face with Rolling Eyes,dj vibe
🙄,Face with Rolling Eyes,teen vibe
🛋️,Couch and Lamp,relaxing
🔬,Microscope,laboratory
🤣,Rolling on the Floor Laughing,laughing fit
🔥,Fire,campfire vibes
🔥,Fire,campfire cafe
🔥,Fire,campfire camp
🔥,Fire,campfire festival
⌚,Watch,watch wrist
⌚,Watch,broken wrist
🚪,Door,door hinges
🚪,Door,golden hinges
🍦,Soft Serve,soft cream
🍦,Soft Serve,softwood
🍦,Soft Serve,sour cream
🔋,Battery,cell
🚗,Automobile,four door sedan
🚗,Automobile,five door sedan
🚗,Automobile,four cylinder sedan
🚗,Automobile,two door sedan
🚲,Bicycle,cycling
🥗,Green Salad,lettuce salad
🥗,Green Salad,lettuce trees
🚂,Locomotive,metal train
📍,Round Pushpin,map point
📍,Round Pushpin,map projection
📚,Books,books library
📚,Books,bancroft library
📚,Books,carnegie library
🪒,Razor,tool razor
🪒,Razor,toolbox
💔,Broken Heart,aching vibes
🌧️,Cloud with Rain,water for plants
🌧️,Cloud with Rain,water purification plants
🌧️,Cloud with Rain,water for irrigation
🌧️,Cloud with Rain,habitat for plants
🔑,Key,secret to life
🔑,Key,secret to paradise
🔑,Key,welcome to life
🔑,Key,secret love life
😴,Sleeping Face,dreaming face
😴,Sleeping Face,dreaming dreams
😊,Smiling Face with Smiling Eyes,content
🍔,Hamburger,bun burger
🍔,Hamburger,bundy
🍔,Hamburger,bunge
🍔,Hamburger,bunyan
🤔,Thinking Face,reconsidering
😴,Sleeping Face,sleep face
😴,Sleeping Face,sleep deprivation
🥳,Partying Face,celebrate
🍺,Beer Mug,mug
🔑,Key,key metal
🔑,Key,heavy metal
🔑,Key,black metal
🔒,Locked,keeping things safe
🔒,Locked,keeping you safe
🔒,Locked,keeping them safe
🔒,Locked,keeping things clean
🤡,Clown Face,funny weird
🤡,Clown Face,something weird
🤡,Clown Face,funny creatures
🤡,Clown Face,funny tales
✨,Sparkles,sparkly clean
✨,Sparkles,certified clean
✨,Sparkles,sparkly blue
📑,Bookmark Tabs,marking the page
📑,Bookmark Tabs,marking this page
📑,Bookmark Tabs,marking every page
😭,Loudly Crying Face,crying in the club
😭,Loudly Crying Face,crying in paradise club
😭,Loudly Crying Face,players in the club
🛏️,Bed,pillow
🧼,Soap,germ killer
🧼,Soap,germex
🔭,Telescope,sky watch
🔭,Telescope,night watch
🏮,Red Paper Lantern,decorative lamp
🏮,Red Paper Lantern,gas lamp
🏮,Red Paper Lantern,decorative arts
☀️,Sun,sunrise
🌍,Globe Showing Europe-Africa,community earth
🌍,Globe Showing Europe-Africa,community relations
🍷,Wine Glass,spirit wine
🍷,Wine Glass,spirit quest
🥳,Partying Face,festive and fun times
🥳,Partying Face,festive weekend fun times
🥳,Partying Face,festive and fun nights
🧬,DNA,medicine dna
🧬,DNA,medicine abstracts
🧬,DNA,medicine journal
🎁,Wrapped Gift,box
⌛,Hourglass Done,ancient
🍺,Beer Mug,cold
🖼️,Framed Picture,artistic expression
🖼️,Framed Picture,artistic exhibitions
🖼️,Framed Picture,facial expression
🖼️,Framed Picture,differential expression
🔌,Electric Plug,cord plug
🔌,Electric Plug,cordelia
🔌,Electric Plug,cordon
🥗,Green Salad,plant salad
🥗,Green Salad,plantaria
🥗,Green Salad,tomato salad
🥗,Green Salad,plantain
❄️,Snowflake,temp
🔨,Hammer,work hammer
🔨,Hammer,workgroup
🔨,Hammer,workday
🍎,Red Apple,snack apple
🙄,Face with Rolling Eyes,disbelief
💊,Pill,small pill
💊,Pill,smalltalk
🍕,Pizza,delicious melted cheese
🍕,Pizza,melted melted cheese
🍕,Pizza,baked melted cheese
🍕,Pizza,delicious melted butter
📍,Round Pushpin,destination
📱,Mobile Phone,smartphone
📚,Books,learn books
📚,Books,learnable
💔,Broken Heart,deep sorrow
💔,Broken Heart,thy sorrow
💔,Broken Heart,deep purple
💔,Broken Heart,eternal sorrow
🎈,Balloon,balloon party
🎈,Balloon,janata party
🙏,Folded Hands,namaste
🔒,Locked,private lock
🙄,Face with Rolling Eyes,disbelief vibes
😎,Smiling Face with Sunglasses,beach vibes
😎,Smiling Face with Sunglasses,ghetto vibes
🎸,Guitar,loud music vibes
🎸,Guitar,loudmouth vibes
🎸,Guitar,country music vibes
🎸,Guitar,pop music vibes
💰,Money Bag,earnings
☕,Hot Beverage,drink
🌍,Globe Showing Europe-Africa,global world view
🌍,Globe Showing Europe-Africa,global world bank
🌍,Globe Showing Europe-Africa,real world view
🌍,Globe Showing Europe-Africa,bbc world view
🍔,Hamburger,juicy beef burger
🍔,Hamburger,juicy bean burger
🍔,Hamburger,juicy juicy burger
🍔,Hamburger,juicy beefcake
🗺️,World Map,geography map
🗺️,World Map,geography abstracts
🗺️,World Map,geography department
🚗,Automobile,transport
😊,Smiling Face with Smiling Eyes,glowing with inner peace
😊,Smiling Face with Smiling Eyes,peace with inner peace
😊,Smiling Face with Smiling Eyes,glowing with inner energy
⚽,Soccer Ball,soccer team
⚽,Soccer Ball,1st team
😴,Sleeping Face,quiet
🌈,Rainbow,colors
💡,Light Bulb,glowing bulb
💡,Light Bulb,glowing sky
🪒,Razor,razor hair
💰,Money Bag,money coins
💰,Money Bag,silver coins
💰,Money Bag,commemorative coins
📓,Notebook,notebook writing
📓,Notebook,script writing
🤔,Thinking Face,curious mind
🤔,Thinking Face,your mind
🤔,Thinking Face,my mind
💻,Laptop,keyboard typing
💻,Laptop,vector typing
🔔,Bell,school bell ring
🔔,Bell,school bell tower
🔔,Bell,wedding bell ring
🐱,Cat Face,cat fur
🐱,Cat Face,black fur
✨,Sparkles,shine on
✨,Sparkles,based on
✨,Sparkles,click on
✨,Sparkles,variations on
🧼,Soap,cleaning
🧬,DNA,science dna
🧬,DNA,science olympiad
🚀,Rocket,travel
📚,Books,education
🧸,Teddy Bear,animal
✏️,Pencil,pencil
🚲,Bicycle,bike vehicle
🚲,Bicycle,autonomous vehicle
🔨,Hammer,hammer tool
🔨,Hammer,hammerfest
🌡️,Thermometer,thermometer medical
🌡️,Thermometer,veterinary medical
🏮,Red Paper Lantern,pink lantern
🌧️,Cloud with Rain,sad weather vibes
🌧️,Cloud with Rain,bad weather vibes
🌧️,Cloud with Rain,saddened vibes
📓,Notebook,spiral
🛳️,Passenger Ship,hull
🧭,Compass,finding north
🙏,Folded Hands,blessing
💻,Laptop,software life
💻,Laptop,software development
💻,Laptop,real life
🧬,DNA,biological helix
🧬,DNA,double helix
🧬,DNA,biological sciences
🌧️,Cloud with Rain,grey sky rain
🌧️,Cloud with Rain,cold sky rain
🌧️,Cloud with Rain,grey sky skies
⌛,Hourglass Done,task time
⌛,Hourglass Done,taskmaster
🍷,Wine Glass,relaxing with alcohol
🍷,Wine Glass,relaxing liquid alcohol
🍷,Wine Glass,relaxing with pleasure
🚗,Automobile,travel by motor
🚗,Automobile,propelled by motor
🚗,Automobile,travelable motor
🚗,Automobile,steering by motor
🚪,Door,door opening
🌡️,Thermometer,thermometer temperature
🌡️,Thermometer,room temperature
🌡️,Thermometer,minimum temperature
✂️,Scissors,scissors sharp
✂️,Scissors,arthur sharp
✂️,Scissors,quentin sharp
🚪,Door,indoor
🍎,Red Apple,red
😴,Sleeping Face,sleepy
😍,Smiling Face with Heart-Eyes,eyes full of hearts
😍,Smiling Face with Heart-Eyes,eyes full of happiness
😍,Smiling Face with Heart-Eyes,eyes full of love
😍,Smiling Face with Heart-Eyes,heart full of hearts
📂,Open File Folder,data storage
🚗,Automobile,commute
✨,Sparkles,something shiny and new
✨,Sparkles,both shiny and new
✨,Sparkles,something old and new
✨,Sparkles,shiny shiny and new
📍,Round Pushpin,i'm here
📍,Round Pushpin,i'm afraid
💊,Pill,health pill
💊,Pill,health services
🌈,Rainbow,rain
⚽,Soccer Ball,world
🚂,Locomotive,engine on tracks
🚂,Locomotive,engine on wheels
🚂,Locomotive,credits on tracks
🧭,Compass,north
❤️,Red Heart,beautiful soul
❤️,Red Heart,human soul
❤️,Red Heart,beautiful beauty
❤️,Red Heart,beautiful skies
🖋️,Fountain Pen,signature pen
🖋️,Fountain Pen,signature matrix
🌧️,Cloud with Rain,outside rain
💡,Light Bulb,solution
💡,Light Bulb,bulb
🙏,Folded Hands,blessed
🥪,Sandwich,snack
📡,Satellite Antenna,signal data
📡,Satellite Antenna,signal generator
📡,Satellite Antenna,signal processor
📡,Satellite Antenna,signal processing
🙄,Face with Rolling Eyes,whatever
✏️,Pencil,pencil writing
✏️,Pencil,script writing
🌈,Rainbow,colorful sky
🌈,Rainbow,colorful skies
🌈,Rainbow,blue sky
🍰,Shortcake,celebrating with sweets
🍰,Shortcake,filled with sweets
🍰,Shortcake,celebrating sweets sweets
🍰,Shortcake,stuffed with sweets
🏮,Red Paper Lantern,paper
🛁,Bathtub,bathtub water
🛁,Bathtub,holy water
🛁,Bathtub,drinking water
🚪,Door,entry
🔌,Electric Plug,connecting to power
🔌,Electric Plug,call to power
🔌,Electric Plug,connecting to mumbai
🔌,Electric Plug,connecting rail power
🍔,Hamburger,beef
🔭,Telescope,telescope astronomy
🔭,Telescope,radio astronomy
😍,Smiling Face with Heart-Eyes,amazing beauty
😍,Smiling Face with Heart-Eyes,natural beauty
⌚,Watch,punctuality and schedule
⌚,Watch,punctuality check schedule
⌚,Watch,fixtures and schedule
⌚,Watch,standings and schedule
🚿,Shower,hot
🍷,Wine Glass,wine sophisticated
🍷,Wine Glass,more sophisticated
🍷,Wine Glass,winemaker
🍷,Wine Glass,most sophisticated
🏮,Red Paper Lantern,decor
😴,Sleeping Face,exhausted
💡,Light Bulb,moment bulb
💡,Light Bulb,momentarium
😂,Face with Tears of Joy,rolling on the floor laughing
😂,Face with Tears of Joy,sitting on the floor laughing
😂,Face with Tears of Joy,rolling on the floorboards
🌧️,Cloud with Rain,sad
✨,Sparkles,cleaning and glowing
✨,Sparkles,cleaning rooms glowing
💔,Broken Heart,lonely vibes
💔,Broken Heart,lonely planet
🎈,Balloon,flying in air
🎈,Balloon,flying thin air
🎈,Balloon,flying in tandem
✏️,Pencil,graphite pencil
✏️,Pencil,graphite alloys
✏️,Pencil,graphite oxide
✏️,Pencil,digital pencil
💰,Money Bag,money bag
🔔,Bell,golden bell shape
🔔,Bell,tubular bell shape
🔔,Bell,distinctive bell shape
✨,Sparkles,glow up
✨,Sparkles,glowlight
✨,Sparkles,shut up
🚿,Shower,cleaning
🎈,Balloon,air
🔨,Hammer,metal hammer head
🔨,Hammer,silver hammer head
🔨,Hammer,metalle head
🎈,Balloon,symbol
🧼,Soap,water
⌚,Watch,time
☕,Hot Beverage,drink mug
☕,Hot Beverage,mug mug
🔋,Battery,device battery
🔋,Battery,device driver
🖼️,Framed Picture,art frame
🔭,Telescope,lens
☕,Hot Beverage,boost
🐱,Cat Face,cat kitty
🧸,Teddy Bear,teddy animal
🧸,Teddy Bear,wild animal
😎,Smiling Face with Sunglasses,feeling cool and confident
😎,Smiling Face with Sunglasses,feeling cool and relaxed
😎,Smiling Face with Sunglasses,feeling cool yet confident
😎,Smiling Face with Sunglasses,feeling cool and comfortable
🤣,Rolling on the Floor Laughing,rofl
🧬,DNA,double helix dna
🧬,DNA,double stranded dna
🧬,DNA,double helix syndrome
🧬,DNA,double chain dna
🤡,Clown Face,mockery face
😂,Face with Tears of Joy,tears of laughter
😂,Face with Tears of Joy,tears from laughter
😂,Face with Tears of Joy,sounds of laughter
💔,Broken Heart,pieces of a heart
💔,Broken Heart,portrait of a heart
💔,Broken Heart,heart of a heart
💔,Broken Heart,pieces of a wall
🐶,Dog Face,man
🔋,Battery,green
🙏,Folded Hands,thank you from bottom of heart
🙏,Folded Hands,thank you from kindness of heart
🙏,Folded Hands,thank god from bottom of heart
🙏,Folded Hands,thank you from bottom of line
🧺,Basket,wicker
🐶,Dog Face,ears
🧭,Compass,explorer
🐱,Cat Face,kitty cat
🐱,Cat Face,cheshire cat
🐱,Cat Face,kitty hawk
🌧️,Cloud with Rain,umbrella
🔬,Microscope,lens microscope
🔬,Microscope,lensage
🔬,Microscope,lens reflex
🛋️,Couch and Lamp,watching tv
🛋️,Couch and Lamp,hum tv
🛋️,Couch and Lamp,zee tv
🥪,Sandwich,cheesecake
📸,Camera with Flash,light
🤔,Thinking Face,deep thought and pondering
🤔,Thinking Face,deepening and pondering
🤔,Thinking Face,careful thought and pondering
🤔,Thinking Face,deep thought and understanding
📸,Camera with Flash,camera photo
📸,Camera with Flash,google photo
📸,Camera with Flash,camera lenses
🚪,Door,door gate
🚪,Door,toll gate
🚀,Rocket,growth
🔋,Battery,storage
🧪,Test Tube,solutions
🔋,Battery,life battery
🔋,Battery,lifeline
❄️,Snowflake,skiing and skating
❄️,Snowflake,skiing speed skating
❄️,Snowflake,skiing figure skating
❄️,Snowflake,skiing and hiking
💊,Pill,small
🏀,Basketball,dribbling the rock
🏀,Basketball,dribbling the beans
🏀,Basketball,on the rock
☕,Hot Beverage,warm
🕰️,Mantelpiece Clock,classic clock
🚲,Bicycle,outdoor bike
🚲,Bicycle,outdoor swimming
🙄,Face with Rolling Eyes,frustration face
🙄,Face with Rolling Eyes,smiley face
🙄,Face with Rolling Eyes,poker face
🧹,Broom,broom manual
🧹,Broom,user manual
🧹,Broom,personnel manual
🎈,Balloon,celebration
🚽,Toilet,toilet flushing
🚽,Toilet,port flushing
🚽,Toilet,glen flushing
🚽,Toilet,west flushing
🍕,Pizza,junk food for dinner
🍕,Pizza,junk food buffet dinner
🍕,Pizza,prepared food for dinner
🍕,Pizza,junk soup for dinner
🔋,Battery,cell battery
🔋,Battery,cell cycle
🔋,Battery,cell division
🕯️,Candle,emergency
🔌,Electric Plug,electricity source
🔌,Electric Plug,electricity supply
🔌,Electric Plug,electricity generation
🔌,Electric Plug,data source
🤡,Clown Face,clown face
🤡,Clown Face,clown posse
🤡,Clown Face,clown circus
🔥,Fire,absolute fire
🔥,Fire,forest fire
🔥,Fire,cease fire
🚂,Locomotive,historical travel
🚂,Locomotive,historical society
🚂,Locomotive,google travel
🚂,Locomotive,global travel
📱,Mobile Phone,phone technology
📱,Mobile Phone,advanced technology
⌛,Hourglass Done,sand timer
⌛,Hourglass Done,bonus timer
🥳,Partying Face,celebration time
🥳,Partying Face,celebration day
😎,Smiling Face with Sunglasses,sunny
✂️,Scissors,blades
🐶,Dog Face,barking
🍺,Beer Mug,ale
🧪,Test Tube,scientific testing
🧪,Test Tube,reliability testing
😭,Loudly Crying Face,this is so unfair
😭,Loudly Crying Face,love is so unfair
😭,Loudly Crying Face,this is called unfair
📑,Bookmark Tabs,tabs page
📑,Bookmark Tabs,wikipedia page
📑,Bookmark Tabs,profile page
📑,Bookmark Tabs,facebook page
✏️,Pencil,draft
🥳,Partying Face,party time
🔭,Telescope,sky exploration
🔭,Telescope,petroleum exploration
🔭,Telescope,skype
🔭,Telescope,space exploration
⌛,Hourglass Done,hourglass sand
⌛,Hourglass Done,red sand
⌛,Hourglass Done,soft sand
🍎,Red Apple,healthy apple
🍎,Red Apple,healthy lifestyle
🌈,Rainbow,diversity
💻,Laptop,coding
✂️,Scissors,scissors metal
✂️,Scissors,heavy metal
✂️,Scissors,black metal
🧬,DNA,biological dna
🧬,DNA,biological diversity
💡,Light Bulb,moment
🚀,Rocket,space
🤔,Thinking Face,serious thought
🤔,Thinking Face,serious crime
🤔,Thinking Face,serious issues
🤔,Thinking Face,good thought
🎸,Guitar,band guitar
🎸,Guitar,bandura
📱,Mobile Phone,mobile
😂,Face with Tears of Joy,dying inside laughing
😂,Face with Tears of Joy,dying babies laughing
😂,Face with Tears of Joy,everybody inside laughing
😂,Face with Tears of Joy,deep inside laughing
🤣,Rolling on the Floor Laughing,comedy
🥳,Partying Face,confetti
🔋,Battery,battery
🍔,Hamburger,fast meal
🍔,Hamburger,evening meal
🍔,Hamburger,daily meal
🛋️,Couch and Lamp,livingroom couch
🤣,Rolling on the Floor Laughing,that is absolutely hysterical
🤣,Rolling on the Floor Laughing,that is quite hysterical
🤣,Rolling on the Floor Laughing,that sounded absolutely hysterical
🤣,Rolling on the Floor Laughing,everybody is absolutely hysterical
📸,Camera with Flash,shutter camera
🌡️,Thermometer,climate thermometer
📱,Mobile Phone,phone
❄️,Snowflake,flake
🤡,Clown Face,colorful paint
🤡,Clown Face,colorful skies
🤡,Clown Face,spray paint
🤡,Clown Face,colorful colors
✈️,Airplane,jet flight
✈️,Airplane,test flight
✈️,Airplane,jet airways
✈️,Airplane,alpha flight
🚲,Bicycle,road bike
🚲,Bicycle,roadworks
🚲,Bicycle,mountain bike
🚲,Bicycle,roadblock
⌚,Watch,smart
📡,Satellite Antenna,radio waves
📡,Satellite Antenna,gravity waves
📡,Satellite Antenna,radio luxembourg
📡,Satellite Antenna,electromagnetic waves
🧼,Soap,soap water
🧼,Soap,salt water
🧼,Soap,holy water
🧼,Soap,drinking water
🔔,Bell,ringing for attention
🔔,Bell,ringing for thee
🎁,Wrapped Gift,holiday
🛏️,Bed,lying
🔌,Electric Plug,hardware cord
🔌,Electric Plug,hardware acceleration
🔌,Electric Plug,spinal cord
🔌,Electric Plug,golden cord
🔋,Battery,battery storage
🔦,Flashlight,portable lamp
🔦,Flashlight,portable computing
🔦,Flashlight,gas lamp
🔦,Flashlight,portable camera
🍎,Red Apple,fruit
🖋️,Fountain Pen,elegant writing
🖋️,Fountain Pen,editorial writing
🖋️,Fountain Pen,creative writing
🛁,Bathtub,bathroom
🥗,Green Salad,eating fresh greens
🥗,Green Salad,eating fresh vegetables
🥗,Green Salad,wild fresh greens
🥗,Green Salad,fresh fresh greens
🥗,Green Salad,vegetable salad
🥗,Green Salad,vegetable garden
💔,Broken Heart,end of a relationship
💔,Broken Heart,dissolution of a relationship
💔,Broken Heart,end to a relationship
💔,Broken Heart,end of marital relationship
☀️,Sun,sunny morning
