Emoji,Unicode Name,Description
😎,Smiling Face with Sunglasses,smooth and smooth vibe
😎,Smiling Face with Sunglasses,smooth jazz relaxed vibe
🍎,Red Apple,fiber
🛳️,Passenger Ship,hotel
🛁,Bathtub,wash bath
🛁,Bathtub,washroom
🛁,Bathtub,washburn
🧸,Teddy Bear,fur
🔥,Fire,lit af
🔥,Fire,litchfield
💡,Light Bulb,plan bulb
💡,Light Bulb,plan iv
🛳️,Passenger Ship,vessel
📓,Notebook,spiral bound
📓,Notebook,spiral galaxy
🕰️,Mantelpiece Clock,vintage style
🕰️,Mantelpiece Clock,architectural style
🕰️,Mantelpiece Clock,vintage guitars
⚽,Soccer Ball,soccer game
⚽,Soccer Ball,championship game
📂,Open File Folder,digital files
📂,Open File Folder,mp3 files
📂,Open File Folder,google files
😍,Smiling Face with Heart-Eyes,beautiful eyes
😍,Smiling Face with Heart-Eyes,green eyes
🧪,Test Tube,test chemistry
🧪,Test Tube,test results
📚,Books,books reading
📚,Books,torah reading
🍺,Beer Mug,alcohol
🐱,Cat Face,kitten face
🐱,Cat Face,poker face
🐱,Cat Face,kitten mouse
🗺️,World Map,map navigation
🗺️,World Map,maritime navigation
🏮,Red Paper Lantern,red lantern
🚗,Automobile,daily driving
🚗,Automobile,easy driving
🚗,Automobile,competitive driving
🚗,Automobile,daily express
🎸,Guitar,song
👍,Thumbs Up,i approve of this
👍,Thumbs Up,i know of this
👍,Thumbs Up,i approve all this
👍,Thumbs Up,i approve of thee
🌈,Rainbow,bright
📱,Mobile Phone,pocket phone
📱,Mobile Phone,pocketbook
✏️,Pencil,graphite
🕰️,Mantelpiece Clock,vintage clock
🕰️,Mantelpiece Clock,vintage bicycles
🖋️,Fountain Pen,pen writing
🖋️,Fountain Pen,penrose
🖋️,Fountain Pen,penrith
✈️,Airplane,plane
🛁,Bathtub,relaxation
❄️,Snowflake,chilly outdoor temp
❄️,Snowflake,chilly de temp
❄️,Snowflake,outdoor outdoor temp
❄️,Snowflake,chilly outdoor climate
🤡,Clown Face,joking face
🍦,Soft Serve,frozen dessert
🍦,Soft Serve,frozen futures
💔,Broken Heart,heavy sadness
💔,Broken Heart,heavy rain
💔,Broken Heart,heavy duty
💔,Broken Heart,eternal sadness
👍,Thumbs Up,confirm the message
👍,Thumbs Up,deliver the message
👍,Thumbs Up,confirm your message
📚,Books,covers
🍕,Pizza,party
🚪,Door,hinges
🛏️,Bed,comfortable sleep
🛏️,Bed,comfortableness
🧭,Compass,directional compass
🧭,Compass,directional analysis
🧭,Compass,directional mapping
🕰️,Mantelpiece Clock,antique time
🕰️,Mantelpiece Clock,antique museum
🕰️,Mantelpiece Clock,extra time
🕰️,Mantelpiece Clock,antique store
📓,Notebook,write notes
🛁,Bathtub,cleaning time
🛁,Bathtub,extra time
🛁,Bathtub,prime time
🛁,Bathtub,cleaning equipment
😍,Smiling Face with Heart-Eyes,heart eyes
😍,Smiling Face with Heart-Eyes,heartache
😍,Smiling Face with Heart-Eyes,heart attack
👍,Thumbs Up,nice
🐶,Dog Face,loyal puppy
🐶,Dog Face,loyalties
🕰️,Mantelpiece Clock,shelf clock
📱,Mobile Phone,modern technology
📱,Mobile Phone,modernity
🛳️,Passenger Ship,crossing the sea
🛳️,Passenger Ship,beneath the sea
🛳️,Passenger Ship,crossing the thames
🛳️,Passenger Ship,crossing arabian sea
🚀,Rocket,moon launch
🚀,Rocket,vehicle launch
🚀,Rocket,2020 launch
🔬,Microscope,microscope
☀️,Sun,clear blue sky
☀️,Sun,clear mountain sky
☀️,Sun,clear blue skies
☀️,Sun,clear cloudy sky
🕰️,Mantelpiece Clock,mantel clock
🕰️,Mantelpiece Clock,mantelpiece
🐶,Dog Face,breed puppy
🐶,Dog Face,breeder
📸,Camera with Flash,snapping a shot
📸,Camera with Flash,snapping the shot
📸,Camera with Flash,snapping a whip
📸,Camera with Flash,snapping a tooth
🧹,Broom,broom witch
🧹,Broom,wicked witch
🚗,Automobile,vehicle
📱,Mobile Phone,modern phone
📱,Mobile Phone,smart phone
📱,Mobile Phone,modern dance
📸,Camera with Flash,snapping
🐱,Cat Face,animal with claws
🐱,Cat Face,animal claw claws
🐱,Cat Face,claws with claws
🐱,Cat Face,animal with wings
💡,Light Bulb,bright
📈,Chart Increasing,scaling to the top
📈,Chart Increasing,race to the top
📈,Chart Increasing,scaling towards the top
📈,Chart Increasing,scaling to the limit
✨,Sparkles,shimmer
🐱,Cat Face,curious
🍕,Pizza,pie pizza
🍕,Pizza,pietra
📱,Mobile Phone,app phone
📱,Mobile Phone,append
🔋,Battery,energy battery
🔋,Battery,mobile battery
🔋,Battery,energy resources
🥗,Green Salad,salad green
🥗,Green Salad,robson green
🥗,Green Salad,forest green
📸,Camera with Flash,photo memories
📸,Camera with Flash,bad memories
✂️,Scissors,snipping with tool
✂️,Scissors,snipping with bugs
✂️,Scissors,tool with tool
✂️,Scissors,snipping tool tool
🎈,Balloon,red
🌡️,Thermometer,thermometer digital
🌡️,Thermometer,virgin digital
🌡️,Thermometer,amazon digital
🌧️,Cloud with Rain,sky
🌧️,Cloud with Rain,falling
📈,Chart Increasing,progress chart
📈,Chart Increasing,progress report
🔒,Locked,padlock
🧼,Soap,scented soap
🧼,Soap,scented flowers
🔑,Key,building key
🔑,Key,building materials
⚽,Soccer Ball,soccer goals
💊,Pill,small drug pill
💊,Pill,small pill pill
💊,Pill,small druggist
💊,Pill,small drug companies
🔥,Fire,something is burning hot
🔥,Fire,it is burning hot
🔥,Fire,heaven is burning hot
🔥,Fire,something like burning hot
🍎,Red Apple,red apple
🍎,Red Apple,red arrows
🍎,Red Apple,red bull
📂,Open File Folder,project folder
📏,Straight Ruler,math ruler
📏,Straight Ruler,mathema
📏,Straight Ruler,mathieu
📏,Straight Ruler,hereditary ruler
📍,Round Pushpin,tracking mark
📍,Round Pushpin,tracking devices
🧬,DNA,genes dna
🎾,Tennis,professional tennis tour
🎾,Tennis,professional tennis rankings
🎾,Tennis,professional curling tour
😭,Loudly Crying Face,crying time
😭,Loudly Crying Face,all time
🤡,Clown Face,fool
🧼,Soap,staying clean
🧼,Soap,certified clean
🧼,Soap,cut clean
🧼,Soap,stripped clean
🌈,Rainbow,symbol of peace
🌈,Rainbow,symbol of excellence
🌈,Rainbow,symbol of fertility
🌈,Rainbow,justices of peace
🔦,Flashlight,camping gear
🔦,Flashlight,steering gear
🔦,Flashlight,landing gear
🔦,Flashlight,camping grounds
📈,Chart Increasing,direction chart
📈,Chart Increasing,direction unknown
🚪,Door,sign
🚂,Locomotive,locomotive
📓,Notebook,supply
🤡,Clown Face,creepy vibes
🤡,Clown Face,bad vibes
🤡,Clown Face,creepy monster
🤡,Clown Face,creepy tales
🛋️,Couch and Lamp,furniture couch
🛋️,Couch and Lamp,furniture store
⚽,Soccer Ball,kicking the ball
⚽,Soccer Ball,kicking the dead
⚽,Soccer Ball,kicking a ball
⚽,Soccer Ball,hit the ball
📍,Round Pushpin,meet
🎸,Guitar,music
📂,Open File Folder,folder storage
📂,Open File Folder,pumped storage
✂️,Scissors,sharp
🏀,Basketball,team sports fun
🏀,Basketball,extreme sports fun
🏀,Basketball,yahoo sports fun
✨,Sparkles,beautiful sparkling lights
✨,Sparkles,beautiful sparkling skies
✨,Sparkles,dazzling sparkling lights
✨,Sparkles,beautiful sparkling waters
🙄,Face with Rolling Eyes,so tired
🙄,Face with Rolling Eyes,grow tired
🙄,Face with Rolling Eyes,feel tired
✂️,Scissors,cutting paper
✂️,Scissors,cutting ribbon
✂️,Scissors,toilet paper
✂️,Scissors,cutting edges
🙏,Folded Hands,thank you
🙏,Folded Hands,love you
🙏,Folded Hands,bless you
🙏,Folded Hands,thank goodness
🔥,Fire,scorching hot
🔥,Fire,scorching flesh
🔥,Fire,red hot
🔥,Fire,blazing hot
💔,Broken Heart,feeling very heartbroken
💔,Broken Heart,feeling very lonely
💔,Broken Heart,feeling very comfortable
😊,Smiling Face with Smiling Eyes,pleasant and cheerful mood
😊,Smiling Face with Smiling Eyes,pleasant and pleasant mood
😊,Smiling Face with Smiling Eyes,pleasant and cheerful disposition
🎁,Wrapped Gift,gift holiday
🎁,Wrapped Gift,bank holiday
🔬,Microscope,analysis
📡,Satellite Antenna,communication antenna
📡,Satellite Antenna,communication systems
📡,Satellite Antenna,communication engineering
📡,Satellite Antenna,communication technologies
🧸,Teddy Bear,bear
✨,Sparkles,stars
🐶,Dog Face,cute puppy ears
🐶,Dog Face,cute pink ears
🐶,Dog Face,big puppy ears
🕰️,Mantelpiece Clock,keeping time
🕰️,Mantelpiece Clock,keeping secrets
🎁,Wrapped Gift,surprise
🤣,Rolling on the Floor Laughing,laughing
🍎,Red Apple,orchard
🏮,Red Paper Lantern,paper red
🍕,Pizza,favorite
📍,Round Pushpin,specific place
📍,Round Pushpin,3rd place
📍,Round Pushpin,specificity
🥗,Green Salad,salad with dressing
🥗,Green Salad,salad fruit dressing
🥗,Green Salad,help with dressing
🏮,Red Paper Lantern,holiday
🔒,Locked,privacy
🖼️,Framed Picture,decoration frame
🖼️,Framed Picture,decoration decoration
📱,Mobile Phone,gadget
🤔,Thinking Face,deep logic
🤔,Thinking Face,deep blue
🍕,Pizza,pizza
📚,Books,books education
📚,Books,physical education
📚,Books,higher education
🚲,Bicycle,mountain or road
🚲,Bicycle,mountain view road
🚲,Bicycle,mountain or mountain
🚲,Bicycle,mountain or mountains
✂️,Scissors,craft
🐶,Dog Face,dog furry
🍰,Shortcake,fluffy
📡,Satellite Antenna,satellite
💻,Laptop,life
🍷,Wine Glass,drink
☀️,Sun,sunny weather
🍦,Soft Serve,ice cream cone
🍦,Soft Serve,ice cream factory
🍦,Soft Serve,sour cream cone
🍦,Soft Serve,ice hockey cone
✂️,Scissors,sewing scissors
✂️,Scissors,sewing factory
✂️,Scissors,sewing machine
🔒,Locked,locked lock
🛋️,Couch and Lamp,couch design
📓,Notebook,diary
🐱,Cat Face,animal
🔒,Locked,private
📏,Straight Ruler,school math tool
📏,Straight Ruler,school survival tool
📏,Straight Ruler,school resource tool
🔭,Telescope,observatory
🌧️,Cloud with Rain,storm and clouds
🌧️,Cloud with Rain,clouds and clouds
🌧️,Cloud with Rain,smoke and clouds
🌧️,Cloud with Rain,stars and clouds
🐱,Cat Face,pointy cat ears
🐱,Cat Face,yellow cat ears
🐱,Cat Face,pointy cattail
🐱,Cat Face,big cat ears
✂️,Scissors,metal blades
✂️,Scissors,grass blades
✂️,Scissors,metalworks
🧪,Test Tube,mixing
⌛,Hourglass Done,end
📈,Chart Increasing,moving in right direction
📈,Chart Increasing,travelling in right direction
📈,Chart Increasing,moving in either direction
📈,Chart Increasing,moving to right direction
🏠,House,safe house
🏠,House,safeway
🌧️,Cloud with Rain,rainy weather
🌧️,Cloud with Rain,rainy season
🌧️,Cloud with Rain,rainy day
🚽,Toilet,toilet bowl
🚽,Toilet,sugar bowl
🕯️,Candle,wax
😂,Face with Tears of Joy,funny meme
😂,Face with Tears of Joy,hello meme
😂,Face with Tears of Joy,funny tales
😂,Face with Tears of Joy,internet meme
🛳️,Passenger Ship,ship ocean
🛳️,Passenger Ship,pacific ocean
💊,Pill,doctor's advice
💊,Pill,doctor's tale
💊,Pill,practical advice
💊,Pill,financial advice
🪒,Razor,barber
🌍,Globe Showing Europe-Africa,globe earth
🌍,Globe Showing Europe-Africa,globe express
😴,Sleeping Face,midnight face
🛳️,Passenger Ship,travel by sea
🛳️,Passenger Ship,travel via sea
🛳️,Passenger Ship,inaccessible by sea
🛳️,Passenger Ship,sailing by sea
🐱,Cat Face,claws
🎾,Tennis,yellow
🌡️,Thermometer,weather
🍰,Shortcake,pastry cake
💡,Light Bulb,glass bulb
💡,Light Bulb,glass house
💡,Light Bulb,glassware
📡,Satellite Antenna,broadcast
🔬,Microscope,laboratory equipment
🔬,Microscope,camping equipment
🔬,Microscope,laboratory automation
🔬,Microscope,laboratory operations
⌛,Hourglass Done,waiting
🏀,Basketball,team fun
🏀,Basketball,team usa
🏀,Basketball,fun fun
🏀,Basketball,poke fun
🍎,Red Apple,vitamins and fiber
🍎,Red Apple,steel and fiber
🍎,Red Apple,glass and fiber
🍎,Red Apple,vitamins and oils
🏮,Red Paper Lantern,lantern red
🏮,Red Paper Lantern,lantern corps
🏮,Red Paper Lantern,bright red
😂,Face with Tears of Joy,laughing non stop
😂,Face with Tears of Joy,laughing non fiction
😂,Face with Tears of Joy,laughing and stop
🔥,Fire,trending now
🔥,Fire,till now
🔥,Fire,trending trends
😴,Sleeping Face,snoring
🎈,Balloon,shape
🍰,Shortcake,bakery fresh cake
🍰,Shortcake,bakery freshener
🍰,Shortcake,strawberry fresh cake
🍰,Shortcake,sweet fresh cake
🛁,Bathtub,water bath
🛁,Bathtub,water aerodrome
🛁,Bathtub,watercolor
📏,Straight Ruler,straight ruler
📏,Straight Ruler,straight line
📏,Straight Ruler,straight ahead
📏,Straight Ruler,straightaway
🍎,Red Apple,surface
🔋,Battery,alkaline acid
🔋,Battery,alkaline soils
☀️,Sun,warmth sun
💀,Skull,dead tired
💀,Skull,grow tired
✈️,Airplane,sky high travel
✈️,Airplane,skyways travel
✈️,Airplane,mile high travel
✈️,Airplane,ultra high travel
😭,Loudly Crying Face,i can't stop weeping
😭,Loudly Crying Face,i must stop weeping
😭,Loudly Crying Face,i can't stand weeping
😭,Loudly Crying Face,we can't stop weeping
😊,Smiling Face with Smiling Eyes,friendly greeting for you
😊,Smiling Face with Smiling Eyes,friendly greeting with you
😊,Smiling Face with Smiling Eyes,pleasant greeting for you
😊,Smiling Face with Smiling Eyes,friendly greeting from you
🤣,Rolling on the Floor Laughing,peak comedy
🤣,Rolling on the Floor Laughing,sketch comedy
🤣,Rolling on the Floor Laughing,romantic comedy
🤣,Rolling on the Floor Laughing,divine comedy
✈️,Airplane,jet
🛋️,Couch and Lamp,lounge couch
🛋️,Couch and Lamp,lounge cafe
😭,Loudly Crying Face,absolute grief
😭,Loudly Crying Face,absolute magnitude
😭,Loudly Crying Face,mourning grief
☕,Hot Beverage,coffee
🐱,Cat Face,curious feline face
🐱,Cat Face,curious feline lizard
🐱,Cat Face,upper feline face
🐱,Cat Face,curious smiley face
🍎,Red Apple,apple eating
🍎,Red Apple,easy eating
📈,Chart Increasing,stock
📸,Camera with Flash,capturing
⚽,Soccer Ball,kicking
🌡️,Thermometer,weather heat
🌡️,Thermometer,qualifying heat
🌡️,Thermometer,dead heat
⌚,Watch,smart device
⌚,Watch,portable device
🌍,Globe Showing Europe-Africa,saving
💔,Broken Heart,shattered heart
💔,Broken Heart,sacred heart
🚽,Toilet,water toilet
🚽,Toilet,watercolor
📡,Satellite Antenna,technology link
📡,Satellite Antenna,technology institute
📡,Satellite Antenna,external link
📡,Satellite Antenna,technology development
🛋️,Couch and Lamp,tv
🎸,Guitar,chords
🔦,Flashlight,handheld light
🔦,Flashlight,handheld sensor
🛋️,Couch and Lamp,cushions
🧹,Broom,cleaning tool
🧹,Broom,learning tool
🧹,Broom,cleaning rooms
🏀,Basketball,dribbling ball
🏀,Basketball,dribbling sheep
🏀,Basketball,roger ball
🚿,Shower,wet
✏️,Pencil,table drawing
✏️,Pencil,3d drawing
🌧️,Cloud with Rain,outside
😴,Sleeping Face,resting
🛏️,Bed,mattress
🎁,Wrapped Gift,birthday
🧪,Test Tube,tube liquid
🧪,Test Tube,mineral liquid
🔭,Telescope,telescope
⌚,Watch,watch device
⌚,Watch,mobile device
🛏️,Bed,pillow bed
🛏️,Bed,pillowtalk
😊,Smiling Face with Smiling Eyes,smiling eyes
😊,Smiling Face with Smiling Eyes,blue eyes
😍,Smiling Face with Heart-Eyes,i absolutely adore this
😍,Smiling Face with Heart-Eyes,i absolutely adore thee
😍,Smiling Face with Heart-Eyes,i greatly adore this
📈,Chart Increasing,profits are rising
📈,Chart Increasing,tides are rising
📈,Chart Increasing,profits were rising
📈,Chart Increasing,winds are rising
💰,Money Bag,profit and earnings
💰,Money Bag,profit and security
💰,Money Bag,profitable earnings
💰,Money Bag,profitability earnings
🔌,Electric Plug,charging
🚂,Locomotive,engine locomotive
🚂,Locomotive,engine failure
🚂,Locomotive,engine displacement
🚂,Locomotive,electric locomotive
🔦,Flashlight,flashlight bright
🔦,Flashlight,shining bright
🔬,Microscope,science microscope
🔬,Microscope,science magazine
🔬,Microscope,molecular microscope
🔬,Microscope,science fiction
🚂,Locomotive,rail train
🚂,Locomotive,railhead
🕯️,Candle,candle romantic
🕯️,Candle,true romantic
📑,Bookmark Tabs,bookmark
😊,Smiling Face with Smiling Eyes,cheerful spirit
😊,Smiling Face with Smiling Eyes,holy spirit
🧼,Soap,soap clean
🧼,Soap,soapbox
🥗,Green Salad,lettuce and spinach
🥗,Green Salad,lettuce or spinach
🥗,Green Salad,tomato and spinach
🧭,Compass,guide for travel
🧭,Compass,tickets for travel
🧭,Compass,guideway travel
🧭,Compass,guide for photography
🔔,Bell,alarm
